A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
4,8,16,0,-8,2,2,2,1,2,1,1,1,2,7,5,4,4,4,4,4,4,2,2,3,4,1,2,2,3,4,1,1,4,4,4,1,1,1,5,1,1,1,5,2,1,2,4,3,1,2,5,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,4,4,2,2,2,4,3,4,3,1,1,1,1,1,1,1,2,90,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,3,3,3,1,2,2,3,3,3,3,6,1,4,-8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,2,1,2,2,1,2,1,3,1,12,4,4,3,16,3,20,B,12.06,6,16,5,1,2.0098,2.1223,3.6174,2.1248,0,1.9552,1.8351,0,3.8358,1.9817,1.8547,3.4445,1.7602,1.5691,3.6239,1.6597,2.0147,2.5946,1.8121,2.5572,1.6191,2.3986,1.8369,2.0386,1.9842,1.8247,1.8436,1.5682,2.1921,1.9482,0,1.8685,2.502,0,2.1855,2.036,0,0,0,2.1021,0,2.0637,3.4405,3.3778,0,0,4.6963,2.2036,4.8542,2.8074,2.1693,0,1.9561,3.9038,1.895,2.167,1.9031,1.8822,3.8163,1.9599,2.1833,2.0372,0,2.3322,3.9308,2.2116,2.1034,1.9188,2.19,0,3.6734,3.8254,2.2148,1.8664,2.5536,2.4593,2.0304,0,1.9279,2.355,2.112,3.5371,4.5866,4.589,3.5995,2.0791,2.0931,0,0,102008,110105
4,19,4,22,1,2,2,2,2,2,1,2,1,9,7,4,3,4,2,3,1,3,2,5,1,5,2,2,5,1,5,2,3,4,1,3,1,1,4,5,5,3,5,2,1,1,4,4,4,3,4,4,1,4,2,3,3,4,4,4,4,3,4,4,4,4,3,3,4,2,3,3,3,5,4,4,4,3,3,2,2,3,3,3,3,4,1,1,2,1,1,1,1,1,100,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,4,2,3,3,4,1,4,-8,2,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,2,2,1,23,4,4,2,11,1,18,B,14.46,6,26,2,1,.9837,1.4966,.9281,.7192,.7797,.6334,.8265,.4019,1.2045,.3921,.7563,.438,1.0126,.3911,1.2769,.6596,.9789,1.5762,1.2275,0,.6453,1.4418,.3412,.2223,1.5957,.8851,1.2131,2.0225,.3977,1.0283,.6034,1.4265,1.9095,.8221,1.0746,.3784,1.1731,.786,.8219,.4276,1.2223,1.0026,1.3782,1.4619,.9478,.7576,1.0105,.8194,.3862,1.6176,.1719,1.0357,.7738,.6764,1.4192,.1871,.991,1.0712,1.3203,.8941,.3796,.7541,1.025,1.4508,.4016,.9335,.4162,.7548,1.5625,.6512,.6134,1.3068,1.2628,.6991,.9794,.5276,.5593,.966,1.0388,.7498,1.0285,.8641,1.0357,.1876,2.4029,.4238,.2024,.6106,1.0132,102392,101424
1,4,9,0,-8,1,2,1,2,2,1,2,2,9,2,4,3,4,4,3,4,3,4,4,3,4,1,3,4,3,4,1,3,4,2,3,1,1,2,5,2,1,2,4,2,1,4,4,3,1,5,4,1,3,1,3,3,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,5,5,3,4,4,3,3,4,3,3,3,3,1,1,1,1,1,2,1,1,85,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,3,2,3,3,2,3,3,2,3,3,5,1,4,-8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,3,1,5,4,4,2,15,3,19,B,18.22,6,9,4,1,6.2972,6.3675,0,6.6299,6.5099,8.2197,13.5896,8.5147,0,5.9877,0,0,0,0,6.4505,7.5468,0,7.1496,6.2441,0,19.21,7.4813,8.2903,0,8.6417,0,7.5178,13.1611,14.2501,6.9927,6.9652,12.9209,0,15.8117,15.2042,0,14.2075,14.684,7.054,6.4756,6.7919,5.5864,0,6.1644,12.4083,0,12.2553,0,13.8803,5.5786,0,6.87,0,0,6.6158,14.2694,15.503,9.1432,6.1941,13.5956,7.7364,6.3783,6.3954,0,5.9052,13.8734,11.6795,12.3306,12.4766,7.4986,0,6.4092,6.0698,0,0,6.2236,0,13.6592,5.7138,6.1024,5.7623,0,9.0782,6.8958,7.2815,0,0,5.8067,14.5933,108196,109762
0,4,11,4,2,2,2,1,2,2,2,2,1,2,1,4,2,2,3,3,2,3,5,5,5,3,3,3,5,5,5,3,2,5,1,3,1,2,2,5,5,2,2,5,3,2,3,5,5,3,3,5,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,3,5,5,3,5,5,5,5,5,4,1,2,2,1,1,1,1,1,0,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,6,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,2,3,1,4,4,4,2,16,1,20,B,7.13,6,15,4,1,1.2516,.9995,1.4891,1.0894,1.3285,.805,1.6749,.9207,1.1373,2.2801,1.5301,1.6304,.5357,1.3678,1.991,1.1067,1.6133,1.1653,1.0313,.9995,1.6659,1.4347,.7646,1.5313,.8596,.5321,1.6334,1.6068,1.184,1.6811,.8608,2.3009,1.0707,2.0991,1.5045,1.1131,1.7811,1.3804,.9086,1.451,1.2241,1.1053,1.0549,0,.3538,1.26,1.2945,1.0001,1.7271,1.1133,1.0672,1.0565,.9438,1.4016,.9127,1.574,1.4095,.9417,1.3468,1.5116,1.3792,.2786,1.192,.8762,1.7499,1.2064,.7319,1.0915,1.4024,1.1403,.8523,1.0568,.5808,.6097,1.7364,2.7196,1.9194,1.0461,.9771,1.8881,1.544,.1927,.702,.4454,1.5941,.6047,1.626,.9242,1.3259,110335,106507
5,0,10,0,-8,2,2,1,2,2,1,1,2,2,5,7,3,3,3,4,3,3,2,5,5,5,3,2,5,5,5,3,1,5,1,4,1,2,1,5,3,2,1,5,4,1,3,5,5,2,5,5,3,3,2,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,5,4,4,4,4,4,2,2,5,3,3,3,3,1,1,1,1,2,2,1,2,90,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,4,3,3,4,2,4,4,4,4,3,5,1,4,-8,2,2,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,1,3,2,3,1,5,4,4,2,12,1,18,B,11.97,6,10,3,1,6.4123,7.1771,0,0,0,0,10.7966,8.239,8.0297,19.8569,9.4168,8.135,0,0,7.5976,14.0026,7.3037,0,7.338,6.259,12.8072,15.2477,0,0,6.9981,0,6.856,11.2033,16.6537,0,12.5473,0,8.6013,7.6416,9.8458,0,0,6.3024,7.0201,7.9023,8.7486,6.8765,7.2866,14.1242,13.129,17.9032,7.2297,6.3718,6.6854,9.3082,12.5024,15.3526,0,0,7.0098,6.4895,0,0,7.4488,8.4888,7.4797,14.0044,12.7077,8.6082,0,7.2108,0,0,0,7.2199,0,9.1531,7.2032,0,0,0,0,7.4237,8.6033,0,9.5535,0,17.9159,10.0826,0,7.2412,0,8.1252,6.2125,104786,111714
4,4,10,0,-8,2,2,1,2,2,1,2,1,4,7,2,4,4,2,3,3,3,2,5,4,5,4,2,4,4,5,4,2,5,2,3,1,2,2,5,4,1,2,5,3,1,2,5,4,1,4,4,1,2,1,3,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,2,4,3,4,4,4,3,3,4,4,4,3,3,4,4,1,2,2,1,1,1,2,2,100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,4,4,2,3,2,2,3,3,4,3,5,1,4,-8,2,3,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,1,1,3,1,8,4,4,2,13,2,19,B,7.08,6,10,5,1,3.0765,0,6.9481,0,0,6.0776,2.8716,0,2.2346,4.6692,4.6573,4.6007,3.1864,10.4168,9.3678,0,2.6319,2.2,7.4971,4.3315,3.4287,2.6166,2.8251,8.9209,6.2316,1.879,3.0308,2.4829,0,6.7727,0,2.6088,5.8856,6.2001,9.1745,2.9484,2.6437,3.8459,10.0509,0,5.7107,4.4301,3.031,2.5821,3.2589,0,2.8223,0,4.3164,9.4827,2.6271,8.7839,4.2858,2.309,0,3.808,8.9432,2.829,4.4225,4.5623,2.9887,0,2.3435,0,2.4618,0,13.0725,6.5643,3.779,4.0401,6.0217,8.3083,0,3.3593,9.6552,0,0,0,3.2802,2.2113,0,0,0,2.626,2.7695,3.1058,5.6797,6.0368,3.9304,107341,104060
1,0,18,0,-8,1,2,2,1,2,2,1,2,4,5,2,3,3,2,3,2,1,5,5,4,4,2,4,4,5,5,2,2,5,5,5,1,1,3,5,5,1,4,5,4,1,3,4,5,2,5,5,3,3,1,3,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,1,1,2,3,2,1,2,1,1,2,1,2,2,2,2,75,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,4,3,2,3,3,4,4,4,4,3,5,2,4,-8,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,2,2,1,3,1,1,4,4,3,16,2,17,B,5.66,6,18,5,3,2.9977,0,2.2656,2.1018,2.8254,0,3.0076,2.4312,2.2081,4.3486,0,3.2706,2.7413,2.9024,5.4519,5.7726,2.8852,4.8452,5.2797,3.4588,2.4,2.6041,5.0154,0,5.1247,5.1567,0,2.4613,4.0599,4.9662,2.7441,7.5701,2.8171,5.1469,0,2.9346,2.2879,0,0,2.9751,2.656,4.8638,4.7314,2.905,4.7985,2.5316,6.591,2.415,5.1036,2.8213,5.4399,2.4121,5.9269,2.535,4.5447,3.2873,5.5873,2.3664,0,2.7165,2.8725,6.1855,2.5565,0,2.8705,2.6149,4.4176,2.6719,2.3864,2.7623,2.5115,5.2219,3.2784,2.5936,5.0746,2.8585,6.8619,2.6511,2.5808,4.4945,0,2.8848,0,5.05,3.2454,2.6607,3.6493,0,0,107971,105213
4,21,2,3,2,1,2,1,2,2,2,1,2,9,2,7,3,3,2,3,2,2,5,5,2,5,3,5,5,2,5,3,5,5,2,4,2,2,5,5,2,2,5,5,3,3,5,5,5,3,5,5,2,3,2,2,2,4,2,4,3,3,4,3,2,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,2,3,2,1,2,2,1,1,1,1,2,50,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,3,4,3,3,1,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,4,2,3,1,25,4,4,2,12,2,18,B,11.47,6,5,4,1,4.1016,0,4.8918,7.6145,5.6537,4.3436,4.0594,3.8862,3.5056,0,3.7785,0,4.1408,3.8463,3.9417,7.7584,6.4348,4.2192,4.016,3.9618,4.7431,6.2998,4.291,3.9197,3.8173,7.6922,4.6903,3.8765,4.7264,6.4379,4.4845,4.2883,7.3455,5.5605,8.0112,0,7.6989,3.5918,4.8127,0,7.8183,4.5759,0,0,8.3514,0,9.1829,5.3364,3.6772,4.872,4.813,5.0647,8.3013,4.4526,3.3932,0,7.6985,7.8624,4.4311,3.9059,3.3693,0,0,0,7.2557,7.2435,8.3672,4.8474,0,0,3.2467,3.6083,4.0218,5.7023,4.3748,4.0418,5.6405,4.533,3.6001,4.3322,0,0,0,9.2376,0,3.539,0,0,4.3643,111108,106904
1,0,10,0,-8,1,2,2,2,2,2,1,1,2,7,9,3,2,3,4,4,4,5,5,1,3,4,5,5,1,5,4,3,5,1,4,4,3,3,5,3,1,4,5,4,4,5,5,5,3,5,5,1,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,2,90,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,4,4,4,2,3,4,4,3,3,4,2,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,4,2,3,1,1,4,4,2,13,1,19,B,13.3,6,10,2,1,8.8539,8.2407,0,10.2575,17.1859,0,8.6308,9.0677,0,14.139,0,7.2869,8.2452,18.5647,0,31.4164,11.9092,8.9761,24.6205,9.2745,8.6993,18.228,8.3174,8.1906,11.0778,11.0752,0,0,8.149,9.2448,0,0,0,0,0,16.9144,15.6588,16.7779,0,13.3981,17.0113,0,12.4618,9.1584,9.7718,25.3178,0,0,16.7462,8.8374,11.1576,8.4189,12.2892,13.6812,0,10.5282,25.9512,23.8999,18.3994,8.1241,10.6459,0,17.1086,10.8583,9.5298,0,0,0,12.0008,9.9141,15.1315,0,10.2134,16.3841,14.397,0,8.0901,10.5415,13.5637,0,0,10.728,0,14.0545,13.009,0,18.5536,19.47,25.0256,110884,109354
1,0,0,1,1,2,2,2,2,2,2,2,2,9,1,4,3,3,5,3,5,1,5,5,5,5,3,5,5,5,5,1,5,1,1,2,1,1,5,5,1,3,5,5,2,3,5,5,5,3,5,5,1,2,5,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,5,5,5,1,4,5,5,5,5,1,1,3,2,2,-8,-8,-8,-8,-8,-8,-8,100,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,3,4,4,4,1,4,3,4,4,2,2,2,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,1,2,1,1,1,4,4,2,12,1,20,B,11.5,6,1,1,1,38.4242,44.4103,38.5232,93.9348,39.2711,40.4549,38.5001,0,0,36.8507,37.8157,0,0,44.641,43.1743,0,0,72.1595,42.7002,76.2678,72.2712,38.1909,0,76.5799,70.5355,47.1099,77.6859,0,44.7916,97.7427,43.3357,0,39.3499,34.4865,73.0869,40.2383,44.6637,0,0,65.5899,62.6554,0,0,42.3657,50.7243,43.3514,38.9159,40.0581,53.5498,35.7748,38.0311,34.1006,0,45.3385,43.7361,45.9636,47.852,0,0,39.3445,46.002,46.6258,0,37.9411,0,87.6969,39,78.9931,0,84.9179,75.5023,0,71.9275,0,36.7831,46.3318,0,0,31.5855,38.4302,77.5466,0,0,32.2427,38.8894,44.7571,42.2099,40.7552,99.215,110693,104381
0,0,12,0,-8,1,1,1,1,2,1,1,2,9,2,4,3,3,2,3,3,3,5,5,3,3,1,3,5,4,4,1,1,5,3,3,1,1,1,5,3,1,5,1,1,1,3,5,5,1,5,5,3,3,1,3,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,3,4,2,5,3,3,4,3,2,3,1,1,1,2,3,1,1,2,2,1,1,1,2,90,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,3,2,4,4,3,3,1,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,2,3,1,0,4,4,2,14,2,17,B,11.93,6,12,3,1,1.1351,1.0608,2.2335,1.0996,1.1294,.9881,1.2838,1.3723,1.2567,1.1011,1.098,1.255,.9989,1.0068,1.2532,1.1043,1.254,1.1155,1.0263,2.329,1.1052,1.0846,1.2928,1.0657,1.0099,1.1255,1.0959,1.064,1.2622,1.253,1.3013,1.0672,1.2955,1.2689,.9854,1.1236,1.1674,1.1043,1.1684,0,1.0006,1.0253,1.0952,1.0725,0,1.2975,1.0576,1.2038,1.0819,1.119,1.2898,1.0311,0,1.0288,1.1653,1.2439,1.1169,1.1124,1.264,1.0187,1.077,1.2588,1.3408,1.1424,1.1865,.9288,1.3768,2.5255,1.1397,1.2428,1.2593,1.1858,1.0524,1.2643,1.1559,1.2873,2.2255,1.3981,1.1675,1.2859,.9327,2.7984,1.0723,2.1875,1.0867,0,1.0809,.9419,1.3599,101203,101565
7,0,3,7,1,2,1,2,2,2,2,2,2,2,1,4,4,3,2,2,3,4,1,5,1,4,5,1,5,1,5,5,1,5,1,1,1,5,1,5,4,4,1,5,4,1,1,5,5,5,1,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,3,2,3,2,3,4,5,5,5,2,2,-8,-8,-8,-8,-8,-8,-8,100,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,4,4,4,4,4,4,4,4,4,6,3,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,5,2,1,1,7,4,4,3,15,1,20,B,10,6,10,3,1,9.8491,0,0,19.3321,15.0203,0,0,17.9334,0,12.776,0,0,0,14.9169,15.1181,10.4156,0,17.5586,18.1763,16.1553,15.5838,17.4289,0,10.3787,0,0,20.3849,0,15.2973,15.5435,16.4142,0,0,0,20.8035,0,0,16.2461,0,0,15.4778,17.2761,0,0,23.396,0,0,15.9699,0,0,14.4209,0,0,8.9743,13.2864,0,17.315,16.4476,0,16.7689,13.1041,0,0,0,10.1645,0,0,0,0,0,0,18.1411,19.5526,16.4674,0,17.8107,0,0,16.4658,0,13.5378,14.3182,10.8063,15.6323,21.4494,0,12.0202,9.6435,17.5122,102491,101916
