AGE_T,AGE_TT,ASSIGN,ASSIGN_S,COLBARG,ENRK12UG,F_F0050,F_F0051,F_F0053,F_F0054,F_F0055,F_F0056,F_F0057,F_F0058,F_F0059,F_F0060,F_F0061,F_F0062,F_F0063,F_F0064,F_F0065,F_F0066,F_F0067,F_F0068,F_F0069,F_F0070,F_F0071,F_F0072,F_F0073,F_F0074,F_F0075,F_F0076,F_F0077,F_F0078,F_F0079,F_F0080,F_F0081,F_F0082,F_F0083,F_F0084,F_F0085,F_F0086,F_F0087,F_F0088,F_F0089,F_F0090,F_F0091,F_F0092,F_F0093,F_F0094,F_F0095,F_F0096,F_F0097,F_F0098,F_F0099,F_F0100,F_F0101,F_F0102,F_F0103,F_F0104,F_F0105,F_F0106,F_F0107,F_F0108,F_F0109,F_F0110,F_F0111,F_F0112,F_F0113,F_F0114,F_F0115,F_F0116,F_F0117,F_F0118,F_F0119,F_F0120,F_F0121,F_F0122,F_F0123,F_F0124,F_F0125,F_F0126,F_F0127,F_F0128,F_F0129,F_F0130,F_F0131,F_F0132,F_F0133,F_F0134,F_F0135,F_F0136,F_F0137,F_F0138,F_F0139,F_F0140,F_F0141,F_F0142,F_F0143,F_F0144,F_F0145,F_F0146,F_F0147,F_F0148,F_F0149,F_F0150,F_F0151,F_F0152,F_F0153,F_F0154,F_F0156,F_F0157,F_F0159,F_F0160,F_F0161,F_F0162,F_F0163,F_F0164,F_F0165,F_F0166,F_F0167,F_F0169,F_F0170,F_F0171,F_F0172,F_F0173,F_F0174,F_F0175,F_F0176,F_F0177,F_F0178,F_F0179,F_F0180,F_F0181,F_F0182,F_F0183,F_F0184,F_F0185,F_F0186,F_F0187,F_F0188,F_F0194,F_F0195,F_F0196,F_F0197,F0050,F0051,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0156,F0157,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0194,F0195,F0196,F0197,FTPT_S,GENDER,HIDEGREE,JOBDES_S,MINENR_S,MINTCH_S,NEWTCH,PD_CPTR,PD_DISC,PD_MTHD,PD_STAS,PD_STDS,PD_SUBJ,PGMTYPE,PLANS_S,RACE,RACETH_T,REGION,REGION_T,RELIG,SCHLEVEL,SECTOR,STATUS,SURVEY,TOTEXP_T,TOTEXPER,UNION,URBANIC,YRTCHSC,CNTLNUM,SCHCNTL,TFRPWT1,TFRPWT10,TFRPWT11,TFRPWT12,TFRPWT13,TFRPWT14,TFRPWT15,TFRPWT16,TFRPWT17,TFRPWT18,TFRPWT19,TFRPWT2,TFRPWT20,TFRPWT21,TFRPWT22,TFRPWT23,TFRPWT24,TFRPWT25,TFRPWT26,TFRPWT27,TFRPWT28,TFRPWT29,TFRPWT3,TFRPWT30,TFRPWT31,TFRPWT32,TFRPWT33,TFRPWT34,TFRPWT35,TFRPWT36,TFRPWT37,TFRPWT38,TFRPWT39,TFRPWT4,TFRPWT40,TFRPWT41,TFRPWT42,TFRPWT43,TFRPWT44,TFRPWT45,TFRPWT46,TFRPWT47,TFRPWT48,TFRPWT49,TFRPWT5,TFRPWT50,TFRPWT51,TFRPWT52,TFRPWT53,TFRPWT54,TFRPWT55,TFRPWT56,TFRPWT57,TFRPWT58,TFRPWT59,TFRPWT6,TFRPWT60,TFRPWT61,TFRPWT62,TFRPWT63,TFRPWT64,TFRPWT65,TFRPWT66,TFRPWT67,TFRPWT68,TFRPWT69,TFRPWT7,TFRPWT70,TFRPWT71,TFRPWT72,TFRPWT73,TFRPWT74,TFRPWT75,TFRPWT76,TFRPWT77,TFRPWT78,TFRPWT79,TFRPWT8,TFRPWT80,TFRPWT81,TFRPWT82,TFRPWT83,TFRPWT84,TFRPWT85,TFRPWT86,TFRPWT87,TFRPWT88,TFRPWT9,TFSFINWT
3,3,2,10,0,3,0,0,0,0,0,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,-8,1,14,1,4,1,3,1,4,1,1,1,1,2,1,1,1,5,1,1,3,3,3,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,5,4,4,5,4,5,1,3,4,4,2,3,5,5,5,2,5,3,1,2,4,2,2,5,5,3,3,1,2,3,3,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,2,3,3,2,2,2,1,3,2,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,5,1,-8,2,4,1,2,0,1,1,3,3,1,2,2,5,4,5,3,3,1,1,5,1,4,3,3,-8,2,A,L,TFS2,8,8,1,2,3,131108,100056,0,294.7813,119.0008,0,153.3219,0,0,104.9865,0,149.8539,0,0,163.1259,115.2724,113.772,124.9001,155.4938,0,0,0,292.2756,0,0,159.0914,126.2988,0,118.3126,188.0912,0,151.0647,0,204.7368,0,0,0,0,0,0,0,0,107.919,228.638,109.1677,0,0,0,117.1514,0,125.1119,0,205.4599,0,0,88.9887,334.4003,139.7832,220.3487,0,196.4585,0,103.2564,87.5078,177.5118,0,0,0,120.7646,0,110.5094,140.5346,0,0,96.4908,163.3024,128.1284,114.3266,93.5551,173.881,220.1397,123.1245,92.743,121.1662,135.3608,202.0454,0,0,112.5005,134.0159,70.3876
3,3,2,10,-9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,14,3,2,1,1,4,1,1,1,2,1,1,1,5,1,1,3,1,1,1,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,4,5,2,2,4,5,2,3,3,3,3,2,5,5,2,3,5,3,3,4,3,4,4,3,1,1,1,1,4,4,2,2,5,1,2,3,3,1,2,1,1,3,3,2,2,1,3,2,3,1,2,3,3,2,2,2,3,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,5,3,3,1,1,5,2,4,1,2,1,2,4,1,1,0,1,1,4,1,1,1,2,1,3,5,3,1,5,1,1,1,4,1,1,-8,2,A,L,TFS2,7,7,1,3,7,139862,100062,0,43.3932,0,0,0,0,0,0,84.0657,43.7007,60.2595,46.37,98.1997,85.4522,0,42.0046,0,77.8533,45.2937,50.0641,62.3523,55.5851,0,53.2161,47.6292,57.8712,0,0,62.1127,57.8341,45.5742,61.8547,0,82.4274,0,53.1343,55.418,0,56.6858,0,0,0,0,36.7739,0,88.6975,0,0,0,0,0,53.1887,50.7731,0,42.7109,73.0355,51.8044,0,52.3629,0,53.9864,60.9266,41.0695,41.1311,0,0,0,51.9473,71.6766,0,68.7011,60.6833,43.1101,0,47.0075,67.6664,0,52.1662,0,48.0027,0,0,0,0,0,0,0,85.1235,30.899
4,4,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,2,-8,-8,4,3,5,1,4,4,4,3,3,4,2,2,5,4,3,5,5,4,4,4,3,4,2,5,4,2,4,5,5,4,5,5,4,2,2,1,5,4,3,4,4,4,3,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,2,5,2,0,0,1,2,2,-8,2,2,2,2,1,2,1,1,1,1,2,1,4,2,2,-8,1,A,L,TFS2,29,29,1,2,1,113644,100066,91.0824,42.2602,73.1503,0,48.8845,0,0,0,0,0,58.0696,96.5943,132.8885,65.6877,60.6006,127.3799,161.652,0,0,0,0,0,0,0,48.0773,66.7981,47.2998,57.2978,0,65.9249,61.1757,58.0069,0,65.7329,43.8753,55.4657,0,114.2148,0,66.5637,53.0374,60.7755,0,0,92.5078,122.1854,104.3166,122.9794,57.5467,69.7473,56.7271,0,79.4552,0,57.9368,0,64.5436,0,41.8424,0,0,38.7986,48.3148,0,0,0,0,57.2873,0,0,65.9468,50.7048,0,63.6856,122.4822,0,79.1399,44.6259,143.8678,0,104.8374,115.3795,40.5232,73.5559,0,0,0,0,46.1931
2,2,2,8,2,3,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,2,-8,9,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,5,3,5,2,1,4,3,3,3,4,2,2,2,5,5,2,5,4,4,3,4,4,3,3,4,3,2,2,3,2,3,2,2,3,4,1,2,3,4,1,2,3,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,2,5,5,5,3,5,2,3,1,2,1,2,3,2,0,0,1,2,3,-8,2,2,2,2,2,3,2,3,5,1,5,1,4,2,2,-8,1,A,L,TFS2,8,8,1,2,7,147701,100066,79.9594,40.1927,70.1236,0,41.3892,0,0,0,0,0,64.4561,94.0457,110.2604,53.3486,59.5386,124.1794,124.1844,0,0,0,0,0,0,0,63.8283,52.1128,39.7587,47.737,0,48.6866,68.2981,43.9509,0,57.5569,47.5624,38.0683,0,101.6821,0,65.0635,43.4265,52.4673,0,0,75.562,94.8782,105.8306,109.5942,50.0751,50.1026,50.6118,0,65.8982,0,76.9876,0,64.5436,0,37.4123,0,0,34.7492,43.7459,0,0,0,0,50.2025,0,0,71.4514,37.723,0,54.7459,112.3678,0,80.2411,32.9356,126.7329,0,78.9638,105.7222,48.4609,53.5908,0,0,0,0,40.1471
1,1,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,1,4,1,2,3,4,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,5,4,5,5,5,3,4,5,3,3,5,5,1,5,5,3,2,5,4,5,5,5,1,1,1,3,5,5,5,5,4,2,2,1,5,2,5,2,3,2,3,3,1,2,2,2,2,1,1,2,3,2,1,1,2,2,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,1,1,-8,1,1,1,-8,3,1,1,1,3,1,5,3,3,1,2,1,2,5,3,1,0,1,1,2,-8,1,2,1,2,1,1,1,1,1,1,3,1,4,2,2,-8,2,A,L,TFS2,3,3,1,2,1,105407,100083,528.9117,598.9211,0,698.8571,0,526.4851,0,719.4737,739.8548,0,0,0,645.5778,0,513.3813,740.3564,0,407.6617,400.3217,808.1561,371.6242,0,0,676.1074,527.896,490.6076,528.5668,0,518.1249,408.7043,0,572.2878,0,672.6035,660.0355,584.3276,0,395.6158,0,317.8172,0,524.4214,0,424.7825,474.7142,509.0564,1095.1174,0,501.3589,654.0026,0,0,642.87,0,0,0,679.8542,0,492.878,0,0,0,444.0783,0,997.9097,431.122,411.1726,479.8114,0,0,631.1345,610.4634,0,0,0,490.8856,621.7137,710.1637,0,632.1568,0,0,612.55,387.0356,564.5922,0,570.2435,831.7042,301.4311
4,4,5,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,4,1,3,2,4,1,1,1,1,1,1,1,2,4,4,2,1,1,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,5,5,5,5,4,2,3,5,1,1,4,4,4,5,5,5,4,5,4,4,4,5,4,1,3,5,5,4,5,5,5,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,2,2,3,2,2,2,3,3,1,3,3,1,3,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,-8,2,6,1,2,0,1,2,3,-8,1,2,2,3,1,5,2,1,1,1,1,1,4,2,2,-8,2,A,L,TFS2,26,26,1,2,2,126822,100083,337.1112,646.4797,0,523.6439,0,480.7211,0,560.3827,630.1004,0,0,0,496.1617,0,501.2064,770.5297,0,539.4379,387.2166,487.399,424.3016,0,0,545.5008,566.8014,457.6197,471.2555,0,471.155,344.901,0,451.1722,0,758.271,550.2858,736.0469,0,361.8101,0,473.4245,0,423.2979,0,536.4477,435.229,685.0426,640.2888,0,455.5133,398.6938,0,0,648.7622,0,0,0,681.1598,0,494.2071,0,0,0,669.3777,0,564.743,432.2246,375.2204,420.9588,0,0,560.6461,833.0511,0,0,0,591.9749,603.1374,678.5866,0,689.4447,0,0,630.43,532.9208,368.555,0,669.1916,1050.9175,261.3144
4,4,3,3,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,-8,-8,4,5,5,1,5,4,5,2,3,5,2,4,5,5,2,5,5,4,2,5,5,5,4,5,5,2,2,5,5,4,4,1,1,2,2,3,4,5,5,5,5,2,4,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,4,1,0,0,1,2,3,-8,1,2,2,3,1,4,4,4,4,1,2,1,4,2,2,-8,2,A,L,TFS2,30,30,1,3,21,100146,100092,304.2241,0,251.7871,241.3492,0,259.5745,0,303.6279,0,304.4764,0,0,288.8774,0,308.6695,256.4356,291.0974,266.0482,316.4085,274.231,0,294.3762,254.5645,290.5703,261.0962,433.0993,276.1113,0,0,0,0,0,246.0467,0,290.3238,0,235.8224,320.0304,225.7501,362.8545,0,0,231.5285,362.318,0,299.8042,0,0,290.5491,326.7473,285.5674,0,276.7447,252.6974,0,192.9285,240.377,234.3537,0,308.0266,0,210.2951,0,269.8584,0,233.84,0,294.5089,0,0,203.3629,259.6551,220.8216,0,0,0,414.3844,229.6078,0,274.2304,234.2339,0,243.5356,317.2951,292.7278,281.4319,307.3407,0,137.7841
1,1,1,5,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,1,14,2,1,1,1,5,1,3,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,4,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,2,5,5,3,1,5,4,1,3,3,1,4,5,5,4,5,5,2,3,5,3,4,2,1,1,1,1,5,4,5,2,2,1,4,2,1,2,3,1,2,1,1,3,3,3,2,3,3,3,1,3,3,2,2,2,3,1,2,2,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,5,1,1,1,4,1,2,2,1,2,1,2,2,1,0,0,1,2,2,-8,2,3,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,B,L,TFS2,1,1,-8,2,1,132539,100093,167.4165,275.358,94.4469,166.161,0,227.6496,151.5978,220.7834,0,183.2532,0,115.831,200.5995,0,168.5902,0,160.9634,173.9191,187.9322,114.616,0,115.4235,0,182.0085,173.1278,308.7057,196.6965,154.7852,0,132.3458,341.451,156.2452,107.7379,0,247.9446,0,0,0,137.2491,163.3084,146.6643,112.4923,0,0,156.8864,0,126.8802,0,0,153.7239,116.4333,178.4383,421.3754,0,141.881,116.6825,160.9702,131.2686,191.4025,127.255,0,177.0139,0,151.1459,145.1703,0,0,290.5424,142.584,127.6128,142.1755,178.3139,158.0414,104.6621,0,153.1904,172.991,0,120.361,158.0403,147.3602,172.7385,0,162.349,0,0,0,145.8107,123.6448
2,2,9,13,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,7,0,0,0,0,0,2,-8,5,-8,-8,-8,-8,-8,-8,6,1,5,1,1,1,1,3,1,3,1,1,1,3,1,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,5,1,5,5,5,1,5,5,1,1,4,2,1,5,5,1,2,5,5,2,1,5,5,1,5,3,5,3,5,5,5,2,2,1,5,5,4,5,5,2,4,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,4,1,1,1,4,3,5,3,1,2,3,2,4,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,3,5,1,4,2,2,2,1,B,L,TFS2,3,3,-8,1,1,100768,100095,199.972,297.7975,345.1729,554.3955,667.493,353.3365,184.1735,735.986,531.1712,652.0924,764.8589,380.999,306.2429,560.4274,347.6235,503.751,319.4061,290.4909,630.8094,445.4794,548.7177,368.4135,450.5384,531.3392,267.2048,389.4492,520.2981,541.7385,336.0455,386.9133,146.3438,622.7827,513.944,381.2559,422.516,390.5646,228.9305,729.8406,265.0526,496.1556,157.8805,354.2694,526.087,1006.1979,232.7779,446.4732,145.3723,285.1564,609.1307,457.0016,516.0861,84.8093,422.656,360.362,535.8295,517.8176,548.1129,613.7265,391.9047,512.5521,680.5621,220.4759,196.9711,228.1779,585.9633,553.4876,329.2363,427.732,253.6534,438.6086,339.2629,730.6806,447.7905,651.774,137.9549,238.8717,560.14,598.7303,398.7352,569.6101,724.3306,342.6212,849.4523,412.2841,250.9847,518.8338,221.5102,463.1082,449.8758
2,3,9,13,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,5,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,4,2,5,5,5,4,4,4,4,4,4,4,1,5,5,2,2,5,4,4,1,4,4,2,1,3,3,3,5,2,4,2,2,1,4,3,4,4,4,4,3,3,1,2,1,3,1,1,3,2,2,3,1,2,2,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,3,5,4,1,5,1,3,3,3,1,-8,2,6,1,5,0,1,2,3,-8,1,1,2,2,2,3,2,5,1,1,5,1,4,1,1,-8,1,A,L,TFS2,6,6,1,2,6,119017,100096,773.4536,0,0,910.5832,0,716.7624,763.3538,0,760.5743,771.3387,728.9913,700.0374,588.7909,1445.3161,0,709.2159,0,508.0291,0,0,0,512.0522,397.3162,755.6498,0,765.1375,586.068,569.2252,643.1394,0,1081.9038,0,711.7227,893.6418,1352.8527,1704.2685,627.0156,0,548.9713,629.5177,567.0083,0,0,0,0,481.5993,604.3129,0,582.2523,0,0,575.1035,492.2939,926.3238,668.8098,0,659.8659,660.607,564.8403,0,676.1071,0,657.7439,0,0,1645.0494,703.6532,740.3683,913.4463,512.0662,1204.5266,0,0,0,1249.603,535.7792,587.6413,735.5317,0,0,689.4527,584.4948,749.5062,1501.7673,0,0,536.1964,0,485.7535
4,4,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-8,-8,4,4,5,4,5,5,5,4,4,4,5,5,4,5,4,5,5,5,4,5,4,1,5,5,4,4,1,4,5,4,4,5,5,2,2,1,5,4,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,2,5,1,0,0,1,2,2,-8,1,1,2,2,1,1,2,2,4,1,1,1,4,2,2,-8,2,A,L,TFS2,39,39,1,3,10,145091,100099,90.6043,0,0,0,69.2035,110.6452,104.8498,0,108.7476,0,190.4269,80.0309,0,0,140.9311,0,85.1481,0,0,149.4006,0,0,0,67.9713,140.0933,0,107.0902,101.0025,0,92.6856,155.4293,0,0,94.9181,0,84.97,0,86.0062,0,0,82.8594,57.3775,87.2794,74.5233,0,92.7012,103.5441,62.7065,0,113.1485,200.134,84.4412,87.1332,77.7202,0,66.9222,0,0,77.0706,93.7113,0,88.8082,110.1513,95.8879,184.2033,0,116.1132,0,85.7315,64.1412,0,75.7123,0,0,86.1351,66.3065,77.6949,0,131.1808,65.2571,66.3235,0,72.9054,55.7402,0,79.5528,0,56.2548,59.5147
