label_Current_Teacher,CNTLNUM_T,SCHCNTL,CNTLNUM_P,vacnc_difficult_STEM_Yes,number_of_dependents,region_Northeast,region_West,marital_status_Married,race_t_White,race_t_Black,race_t_Hispanic,gender_t_Female,summer_teaching_Yes,nonteaching_job_Yes,nonschool_job_Yes,extracur_act_Yes,merit_pay_Yes,union_member_Yes,BA_major_code_STEM,MA_major_code_STEM,main_tch_fields_cert_type_Regular,MA_deg_Yes,pd_time,pd_finance,remain_in_teaching,STEM_teaching_field,STEM_hours_taught,public_ft_exp,public_pt_exp,private_ft_exp,class_org,main_teaching_lastyr_Same_as_thisyr,ft_pt_status_FT,teaches_ungraded_Yes,teaches_7_to_12,new_teacher_Yes,percent_minority_students,FRPL_eligible_k_12_students,student_teacher_ratio,sch_type,level_Elementary,urbanicity,title_I_receive_students_Yes,age_p,salary,yrs_princpl_this_sch,yrs_princpl_oth_schls,yrs_tchng_before_princpl,yrs_tchng_since_princpl,deg_highest_P,race_p_Black,race_p_White,race_p_Hispanic,gender_p_Female,incentives_pay,incentives_recruit_NonSTEM
0,112563,107483,104940,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,2,0,0,30,0,0,1,1,1,0,1,0,4,3,15.45,3,0,1,0,4,2,9,0,17,9,4,0,1,0,0,1,0
0,123442,107490,107752,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,5,0,6,8,0,0,3,1,1,0,0,0,3,3,20.68,1,1,1,0,4,3,7,6,15,0,3,0,1,0,0,0,0
0,122628,107500,109999,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,1,5,40,0,0,4,1,1,0,1,0,3,3,13.22,1,0,2,0,2,2,2,0,14,0,3,0,1,0,0,0,0
0,110884,107517,101956,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,4,0,3,0,3,1,0,0,1,1,4,4,12.58,6,0,1,0,4,2,6,4,8,0,4,0,1,0,0,0,0
0,109764,107536,109134,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,4,0,0,1,1,1,0,1,0,2,2,15.39,1,0,2,0,1,2,2,0,6,2,4,0,1,0,0,0,0
0,115617,107544,100031,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,0,0,24,0,7,1,1,1,0,1,0,2,2,17.85,1,0,2,0,1,2,2,2,9,1,3,0,1,0,0,0,0
0,137316,107549,109311,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,3,4,15.18,1,1,3,1,1,3,10,0,4,0,3,0,1,0,1,0,0
0,115043,107555,108083,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,5,0,0,2,0,0,1,1,1,0,1,1,4,3,27.21,1,0,2,0,4,5,3,7,5,0,5,0,1,0,1,1,0
0,134978,107567,110530,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,10,8,0,0,3,1,1,0,0,0,4,4,11.58,1,1,1,1,3,2,1,6,13,0,3,0,1,0,1,1,0
0,130882,107583,104073,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,2,0,0,29,0,0,1,1,1,0,1,0,2,2,15.45,1,0,2,0,3,4,11,0,8,11,3,0,1,0,0,0,0
0,147547,107586,109012,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,5,0,0,21,3,0,1,1,1,0,1,0,2,3,21.12,1,0,3,1,4,4,7,0,5,0,3,0,1,0,0,0,0
0,112212,107612,108814,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,4,15,3,0,3,1,1,0,0,0,2,2,19.04,1,1,1,0,5,3,2,4,20,10,5,0,1,0,1,1,0
0,120981,107612,108814,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,0,13,11,0,0,3,1,1,0,0,0,2,2,19.04,1,1,1,0,5,3,2,4,20,10,5,0,1,0,1,1,0
0,136850,107627,102120,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,20,20,0,0,4,1,1,0,1,0,1,4,5.62,1,0,3,1,1,1,5,0,10,0,4,0,1,0,0,0,0
0,106693,107628,107136,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,7,6,0,0,3,1,1,0,0,0,3,1,18.38,1,1,1,0,3,4,4,8,11,0,4,0,1,0,0,1,1
0,148654,107630,103541,1,12,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,1,0,14,0,0,1,1,1,0,1,0,2,3,18.73,1,0,3,1,5,2,2,22,4,0,5,0,1,0,0,1,0
0,127386,107631,106375,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,2,0,9,35,0,0,3,1,1,0,0,0,3,3,13.27,1,1,2,1,1,4,3,2,5,0,3,0,1,0,1,0,1
0,107961,107642,105613,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,32,0,0,1,1,1,0,1,0,4,4,12.43,1,0,3,1,4,2,4,0,24,0,4,1,0,0,1,1,0
0,136575,107650,100367,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,3,0,0,15,0,0,1,1,1,0,1,0,3,3,15.3,1,0,1,0,4,3,9,0,7,0,3,0,1,0,0,0,0
0,103252,107655,104035,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,12,8,0,2,1,1,0,0,0,1,3,16.76,1,1,2,0,1,2,1,7,3,2,5,0,1,0,0,0,0
0,124396,107658,108234,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,25,0,0,1,1,1,0,0,0,2,3,14.48,1,1,3,1,3,2,20,5,2,0,3,0,1,0,0,1,0
0,113719,107671,109058,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,5,0,8,2,0,0,3,1,1,0,0,1,4,3,16.86,1,1,2,1,5,4,3,30,7,1,3,0,1,0,0,1,0
0,116864,107673,111214,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,5,0,0,0,4,0,1,1,0,0,1,0,2,4,14.5,1,0,3,1,3,2,8,5,12,8,3,0,1,0,0,0,0
0,145764,107687,108131,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,10,0,0,1,1,1,0,1,0,3,4,13.68,1,0,3,1,3,1,6,24,2,16,4,0,0,0,0,0,0
0,146016,107700,100723,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,34,2,0,1,1,1,0,1,0,2,3,16.9,1,0,1,0,4,4,5,13,9,0,3,0,1,0,0,0,0
0,138547,107741,105416,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,0,5,0,0,0,1,1,3,3,15.0,1,1,3,1,2,1,3,0,10,3,3,0,0,0,1,0,0
0,131185,107746,106483,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,24,0,0,1,1,1,0,0,0,3,4,10.31,1,1,3,1,3,2,7,0,18,7,3,0,1,0,0,1,0
0,122254,107754,110968,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,8,0,0,5,1,1,0,0,0,2,3,9.63,1,1,3,1,2,1,0,0,11,0,3,0,1,0,0,1,0
0,130185,107762,100313,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,14,0,1,1,0,0,1,0,4,4,5.65,1,0,3,0,4,1,1,0,12,1,3,0,0,0,0,0,0
0,131026,107785,107023,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,35,0,0,1,0,1,0,1,0,1,3,12.0,1,0,3,0,2,1,5,2,15,0,3,0,1,0,0,0,0
0,140943,107803,109342,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,5,0,11,1,0,0,3,0,1,0,0,1,2,4,16.0,1,1,2,1,3,2,2,0,23,0,4,0,1,0,1,1,0
0,114872,107805,103345,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,3,0,10,2,0,2,3,1,1,0,0,0,3,3,14.37,1,1,2,1,2,1,6,0,16,6,3,0,1,0,1,0,0
0,102472,107816,101858,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,31,0,6,1,1,1,0,0,0,3,3,7.76,1,1,2,1,4,5,0,0,0,0,3,0,1,0,1,0,0
0,128732,107819,106247,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,4,0,10,7,0,0,3,1,1,0,1,0,1,4,8.67,1,0,3,1,5,1,23,0,12,23,4,0,1,0,0,0,0
0,115690,107823,110815,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,9,2,0,0,3,1,1,0,0,1,1,1,21.36,1,1,2,0,4,4,4,19,7,0,4,0,1,0,0,1,0
0,145928,107824,105822,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,27,0,0,1,1,1,0,1,0,4,4,12.91,1,0,3,1,3,3,7,0,16,0,3,0,1,0,0,0,0
0,127692,107828,109589,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,2,0,0,15,2,0,5,1,1,0,0,0,2,2,10.44,1,1,2,1,4,6,14,5,9,0,4,1,0,0,1,0,0
0,133287,107838,101361,0,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,4,0,0,20,7,0,1,1,0,0,0,0,1,2,11.42,1,1,3,0,3,2,10,0,7,0,3,0,1,0,0,1,0
0,122967,107849,101432,1,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,4,0,0,14,0,0,1,1,1,0,1,0,3,3,7.89,1,0,2,0,3,2,5,3,12,0,4,0,1,0,0,0,0
0,103788,107850,111070,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,2,0,12,21,12,2,3,1,1,0,0,0,4,4,16.86,1,1,3,1,5,2,0,0,16,0,3,0,1,0,0,0,0
0,142883,107855,102387,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,4,0,0,3,1,1,0,1,0,2,3,11.5,1,0,3,1,1,2,1,1,12,0,3,0,0,1,0,0,1
0,119234,107858,101728,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,3,4,15.1,1,1,2,1,2,1,3,0,15,1,3,0,1,0,1,0,0
0,121598,107862,110469,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,5,0,0,34,0,0,1,1,1,0,1,0,1,4,11.29,1,0,2,0,1,1,1,0,3,0,3,0,1,0,0,0,0
0,135492,107864,102336,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,23,0,0,1,1,1,0,1,0,2,3,17.63,1,0,3,0,4,2,6,5,15,0,3,0,1,0,1,1,0
0,139274,107879,104920,1,3,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,2,12.51,1,0,3,0,4,2,4,3,23,0,3,0,0,1,0,0,1
0,107494,107885,108873,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,0,7,7,0,0,3,1,1,0,0,0,2,2,18.82,1,1,2,0,2,5,1,6,13,0,3,1,0,0,1,1,0
0,102804,107889,104529,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,7,31,5,0,3,1,1,0,0,0,3,3,20.42,1,1,2,1,4,3,1,4,24,0,3,0,1,0,1,0,0
0,137867,107890,107437,1,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,3,0,0,1,0,1,0,1,1,4,4,11.68,1,0,3,1,3,3,3,20,5,0,3,0,1,0,0,0,0
0,113437,107894,104640,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,1,1,3,2,22.53,1,0,2,0,5,2,4,4,9,23,3,1,0,0,0,0,0
0,138320,107897,103003,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,5,31,0,0,3,1,1,0,0,0,3,4,13.79,1,1,1,1,5,6,0,0,33,0,4,0,1,0,1,1,0
0,116859,107913,103284,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,2,0,5,31,0,0,3,1,1,0,0,0,2,3,15.51,1,1,2,1,3,4,7,0,20,4,3,0,1,0,0,1,0
0,132039,107914,103855,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,5,0,9,31,0,0,3,1,1,0,0,0,1,3,20.0,1,1,3,0,4,2,8,4,5,0,3,0,1,0,0,0,0
0,102585,107915,101331,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,3,0,0,15,0,0,1,1,1,0,1,0,2,3,13.06,1,0,2,0,4,2,5,5,20,0,4,0,1,0,1,0,0
0,136866,107918,109989,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,4,0,0,43,0,0,1,1,1,0,1,0,2,4,11.09,1,0,3,1,3,3,0,0,26,0,3,0,1,0,0,0,0
0,117266,107935,106930,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,4,1,0,7,0,0,1,1,1,0,1,0,3,2,15.33,1,0,1,0,5,6,7,12,5,0,4,0,1,0,1,1,0
0,113591,107955,102466,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,30,0,0,1,1,1,0,1,0,3,3,17.51,1,0,3,0,3,2,5,0,17,0,3,0,1,0,0,0,0
0,119592,107959,109907,1,2,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,13,0,0,1,1,1,0,1,0,3,3,16.97,1,0,1,1,5,3,1,0,16,0,4,0,1,0,1,0,0
0,140945,107978,102318,0,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,5,0,7,1,0,0,3,0,1,0,0,1,4,4,20.9,1,1,2,1,3,4,8,2,13,10,4,1,0,0,1,1,1
0,127100,107980,101495,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,30,1,0,1,0,0,0,1,0,3,2,18.68,1,0,2,0,4,4,1,0,16,0,4,0,1,0,1,1,0
0,141142,107980,101495,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3,1,0,6,0,1,1,1,1,0,1,0,3,2,18.68,1,0,2,0,4,4,1,0,16,0,4,0,1,0,1,1,0
0,106925,107987,100168,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,5,0,0,0,32,0,1,1,0,0,1,0,1,3,7.36,1,0,3,0,5,1,28,0,3,28,3,0,1,0,0,1,0
0,119586,108002,110048,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,1,0,0,1,1,4,4,16.95,1,1,1,0,3,2,0,0,19,0,3,0,1,0,1,1,0
0,145440,108025,109641,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,5,0,0,40,0,0,1,1,1,0,1,0,4,4,16.8,1,0,3,1,3,1,1,9,8,0,3,0,1,0,0,1,0
0,106692,108026,103775,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,1,0,1,1,4,3,15.24,1,0,1,0,3,4,4,11,5,0,4,0,1,0,0,0,0
0,103490,108043,102567,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,4,0,7,20,0,0,3,1,1,0,0,0,2,3,18.75,1,1,1,0,2,3,4,8,3,0,4,0,1,0,1,1,0
0,100118,108046,102210,0,6,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,10,5,0,0,3,1,1,0,0,0,1,2,14.38,1,1,2,1,4,2,9,0,13,0,3,0,1,0,0,0,0
0,149052,108053,103737,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,0,0,34,0,0,1,1,0,0,1,0,1,2,10.33,1,0,3,0,5,3,4,13,11,0,4,0,1,0,0,0,0
0,126643,108056,103029,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,5,0,7,5,0,0,4,1,1,0,0,0,4,4,16.83,1,1,2,1,1,4,3,0,10,0,4,0,1,0,1,1,0
0,111919,108090,102043,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,5,0,0,6,0,0,1,1,1,0,1,0,2,2,21.92,1,0,2,0,3,6,6,0,21,0,3,0,1,0,0,0,0
0,124502,108092,102033,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,0,7,11,0,0,3,1,1,0,0,0,2,3,15.52,1,1,3,1,1,3,1,2,9,0,4,0,1,0,0,1,1
0,100662,108101,111188,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,5,6,0,0,5,1,1,0,0,0,3,3,15.84,1,1,2,1,4,6,0,0,9,0,4,0,1,0,1,1,1
0,121293,108115,104878,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,30,0,1,2,0,0,0,0,0,4,4,17.3,1,1,2,1,3,2,0,0,16,0,3,0,0,1,0,0,1
0,148698,108128,109300,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,3,0,0,3,1,1,1,0,1,2,4,5.6,4,0,2,0,3,1,12,0,10,5,3,0,1,0,1,1,0
0,133022,108152,104650,1,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,5,1,0,16,0,6,1,1,1,0,1,0,2,1,18.56,1,0,2,0,3,3,1,8,13,0,4,0,1,0,0,0,0
0,147782,108161,102472,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,1,10,4,0,0,4,1,1,0,0,0,2,4,15.35,1,1,2,1,4,1,0,0,28,0,3,0,1,0,1,0,0
0,133075,108164,108077,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,9,18,1,0,3,1,1,0,0,0,3,4,13.4,1,1,1,1,4,2,2,13,4,0,5,0,0,0,1,0,0
0,126314,108166,106393,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,35,2,0,1,1,0,0,1,0,3,3,15.06,1,0,3,0,4,3,3,15,10,19,3,0,0,0,0,1,0
0,145046,108173,110683,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,5,0,0,26,0,0,1,1,1,0,1,0,3,1,20.2,1,0,2,0,4,5,11,19,8,9,3,0,0,0,0,0,0
0,132913,108179,110788,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,23,0,0,1,1,1,0,1,0,1,3,25.27,1,0,2,0,4,4,2,2,5,5,3,0,1,0,0,0,0
0,132669,108194,109679,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,3,23,0,0,4,1,1,0,1,0,4,4,17.11,1,1,3,0,1,4,4,4,3,0,3,1,0,0,1,0,0
0,117888,108225,108930,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,19,0,0,1,1,1,0,1,0,4,4,14.92,1,0,2,1,3,6,2,0,9,0,5,1,0,0,1,0,0
0,101708,108232,104348,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,0,14,20,0,0,3,1,1,0,0,0,1,1,12.14,1,0,3,0,5,3,6,4,13,0,3,0,1,0,1,1,0
0,141892,108240,105305,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,4,0,0,4,0,0,1,1,1,0,1,0,2,3,2.8,1,0,3,1,2,1,4,6,9,5,3,0,1,0,0,1,0
0,138335,108256,104482,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,40,0,0,1,1,1,0,1,0,3,1,9.09,1,0,2,0,4,4,5,0,15,0,3,0,1,0,0,1,0
0,110844,108259,105985,0,2,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,8,40,0,0,3,1,1,0,0,0,4,4,15.08,1,1,1,1,5,2,9,9,12,0,4,0,0,1,1,0,1
0,117907,108269,105250,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,0,0,24,0,0,1,1,1,0,1,0,1,2,12.97,1,0,3,0,4,4,1,4,7,0,4,0,1,0,1,0,0
0,126874,108279,109796,0,2,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,5,1,0,7,2,0,1,1,1,0,1,0,1,4,13.66,1,0,3,0,4,2,1,10,15,0,3,0,1,0,0,1,0
0,149019,108290,110240,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,20,0,0,1,1,1,0,1,0,2,2,13.8,1,0,3,1,2,2,10,0,10,0,3,0,1,0,0,0,0
0,140828,108291,103394,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,3,0,5,1,0,0,4,0,1,0,1,1,1,2,6.02,1,0,3,0,1,2,1,0,7,0,3,0,1,0,0,0,0
0,107228,108294,104407,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,37,0,0,1,1,1,0,1,0,1,2,12.5,1,0,3,0,4,4,7,15,7,2,4,0,1,0,0,1,0
0,134593,108294,104407,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,15,2,4,0,3,1,1,0,1,0,1,2,12.5,1,0,3,0,4,4,7,15,7,2,4,0,1,0,0,1,0
0,143275,108295,100188,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2,0,8,33,0,0,3,1,1,0,0,0,2,1,24.16,1,1,2,0,4,5,4,8,12,15,5,0,0,1,1,1,0
0,120246,108301,104607,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,8,0,0,1,1,1,0,1,0,4,1,10.42,1,0,3,0,5,4,0,25,7,0,5,0,1,0,0,1,0
0,114259,108306,101163,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,0,32,0,0,1,1,1,0,1,0,3,3,18.67,1,0,1,0,4,5,4,4,23,0,5,0,1,0,0,1,0
0,117354,108306,101163,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,5,1,0,1,0,0,1,0,1,0,1,1,3,3,18.67,1,0,1,0,4,5,4,4,23,0,5,0,1,0,0,1,0
0,128177,108306,101163,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,4,1,0,8,0,0,1,1,1,0,1,0,3,3,18.67,1,0,1,0,4,5,4,4,23,0,5,0,1,0,0,1,0
0,124618,108320,103368,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,6,1,3,3,1,0,0,1,0,1,2,11.19,1,0,3,1,3,2,0,0,23,0,3,0,1,0,0,1,0
0,103003,108325,105176,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,3,0,0,2,1,0,4,1,1,0,1,1,1,4,10.61,1,0,3,0,2,3,3,0,18,0,4,0,1,0,0,0,0
0,112143,108327,104299,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,0,25,0,5,1,1,1,0,1,0,2,4,17.66,1,0,3,0,4,2,20,4,5,0,4,0,1,0,0,1,0
0,115866,108349,106106,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,14,2,0,1,1,1,0,1,0,4,4,12.23,1,0,1,0,5,3,1,0,18,0,5,0,1,0,1,1,0
0,139073,108352,108414,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,29,1,0,1,1,1,0,0,0,1,2,18.64,1,1,3,1,2,2,3,5,12,0,4,0,1,0,1,0,0
0,122525,108354,103107,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,4,1,0,3,0,0,1,1,1,0,1,1,3,1,18.08,1,0,2,0,4,5,2,0,15,0,4,0,1,0,1,0,0
0,143648,108384,106094,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,0,0,30,0,0,1,1,1,0,1,0,3,3,22.53,1,0,1,0,5,5,2,6,10,0,5,0,1,0,0,0,0
0,133454,108385,109157,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,5,0,2,9,3,0,4,1,1,0,0,0,2,3,15.08,1,1,2,1,3,3,8,7,13,0,4,0,1,0,1,0,0
0,147211,108385,109157,0,4,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2,0,6,11,2,0,3,0,0,0,0,0,2,3,15.08,1,1,2,1,3,3,8,7,13,0,4,0,1,0,1,0,0
0,121150,108389,106968,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,1,0,1,1,4,4,14.22,1,0,3,0,4,2,3,7,10,0,3,1,0,0,1,0,0
0,142113,108398,111140,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,5,0,2,2,0,0,3,1,1,0,0,1,4,4,17.02,3,1,1,0,4,4,10,0,17,10,3,0,0,1,0,1,1
0,134408,108401,104307,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,0,0,7,0,0,1,1,1,0,1,0,4,4,10.0,6,0,2,1,4,2,6,6,10,0,3,0,1,0,1,0,0
0,114306,108402,103497,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,4,1,0,6,1,0,1,1,1,1,1,0,4,2,21.4,1,0,2,1,4,6,5,0,11,0,3,0,1,0,0,0,0
0,119413,108404,109974,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,20,13,0,0,5,1,1,0,1,0,1,2,22.6,1,0,3,1,4,1,0,0,17,0,4,0,1,0,1,0,0
0,104549,108408,102067,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,34,0,0,1,1,1,0,1,0,2,2,17.77,1,0,1,0,3,6,6,0,7,0,3,0,1,0,1,1,0
0,134216,108410,103077,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,20,3,0,0,4,1,1,0,1,1,4,4,14.41,1,0,1,1,5,6,8,0,9,0,4,0,1,0,0,0,0
0,107760,108424,107498,0,5,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,4,0,0,11,0,0,1,1,1,0,1,0,3,2,17.09,1,0,2,0,3,3,2,0,22,0,3,0,1,0,0,0,0
