CNTLNUM_T,SCHCNTL,CNTLNUM_P,label_Current,age_T,earnings_total,earnings_school,base_salary_T,num_dependents,dependents_age5,region_Midwest,region_Northeast,region_South,region_West,married,race_T_AIAN,race_T_Asian,race_T_Black,race_T_White,race_T_Hispanic,gender_T_Female,summer_teaching,nonteaching_job,nonschool_job,extracur_act,merit_pay,outside_pay,union_member,BA_major_STEM,MA_major_STEM,MA_grad_yr,field_cert_Regular,deg_T_MA,field_cert,deg_T_BA,deg_T_AA,deg_T_BA2,deg_T_MA2,deg_T_EdS,grad_cert,deg_T_Phd,pd_release_t,pd_schedule_t,pd_stipend,pd_tuition_r,pd_conference_r,pd_travel_r,would_be_tch,remain_teaching,field,hrs_tch_ELA,hrs_tch_math,hrs_tch_social,hrs_tch_science,hrs_in_school_wk,total_tch_yr,public_ft_exp,public_pt_exp,private_ft_exp,private_pt_exp,class_Departmentalized,class_Elementary,class_PullOut,class_Self,class_Team,field_same,full_time,teaches_ungraded,teaches_pk,teaches_k,teaches_1st,teaches_2nd,teaches_3rd,teaches_4th,teaches_5th,teaches_6th,teaches_7th,teaches_8th,teaches_9th,teaches_10th,teaches_11th,teaches_12th,new_teacher,private_exp,minority_students,minority_teachers,FRPL_eligible_pk,FRPL_eligible_k12,FRPL_approved_pk,FRPL_approved_k12,title_I_receive_number,stu_tch_ratio,vacnc_gen_elem,vacnc_spec_ed,vacnc_english,vacnc_soc_st,vacnc_comp_sci,vacnc_math,vacnc_biology,vacnc_phys_sci,vacnc_esl,vacnc_foreign_lang,vacnc_music_or_art,vacnc_vo_tech,type_Alternative,type_Elementary,type_Regular,type_Special,type_Voc_Tech,level_Combined,level_Elementary,level_Secondary,urbanicity_LargeCity,urbanicity_SmallTown,urbanicity_MidCity,FRPL_eligible,NLP_participate,title_I_reading,title_I_math,title_I_esl,title_I_receive,age_P,salary_P,yrs_P_this_sch,yrs_P_oth_schls,yrs_tch_before_P,yrs_tch_since_P,deg_P_Associate,deg_P_Bachelors,deg_P_Doctorate,deg_P_Edu,deg_P_Masters,race_P_AIAN,race_P_Asian,race_P_Black,race_P_White,race_P_Hispanic,gender_P_Female,incen_certification,incen_excellence,incen_prof_dev,incen_location,incen_reten,incen_reten_gen_elem,incen_reten_spec_ed,incen_reten_english,incen_reten_soc_studies,incen_reten_STEM_comp_sci,incen_reten_STEM_math,incen_reten_STEM_phys_sci,incen_reten_STEM_biology,incen_reten_esl,incen_reten_foreign_lang,incen_reten_music_art,incen_reten_voc_ed
120725,103575,107722,0,4,4,4,5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,5,9,0,0,0,0,30,31,31,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,1,4,1,4,0,15.58,1,4,3,3,2,4,3,2,3,4,4,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5,5,1,0,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142445,103581,109491,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,5,23,0,0,0,0,40,3,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,4,3,4,0,8.39,2,2,3,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,4,3,6,0,24,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133571,103585,100656,0,1,1,1,2,6,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,35,0,0,0,0,38,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,2,4,2,4,0,13.34,3,5,3,3,4,3,3,3,4,4,5,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,5,2,14,0,26,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128888,103597,106048,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,3,4,45,0,0,0,0,40,6,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,1,2,1,2,0,17.5,1,2,5,2,2,3,2,4,1,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,5,2,2,0,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122630,103598,108654,0,2,3,3,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,10,5,3,3,37,14,12,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,0,17.03,4,2,2,2,2,2,2,2,5,1,2,2,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,2,4,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143187,103603,109824,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,15,10,5,5,40,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,3,0,15.22,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,3,3,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143794,103611,106317,0,4,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,23,0,0,0,0,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,1,3,0,18.69,1,3,3,2,2,3,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,4,1,6,16,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119030,103623,109368,0,4,4,4,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,4,2,23,0,0,0,0,38,32,30,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,2,0,16.54,1,2,3,3,2,4,2,2,2,5,4,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,4,9,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129806,103646,108796,0,4,4,4,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,2,23,0,0,0,0,37,34,34,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,2,0,0,0,20.43,1,3,4,4,5,2,4,2,1,2,2,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,6,22,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
117830,103650,104103,0,4,4,4,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,2,22,0,0,0,0,35,35,35,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,1,3,1,3,2,13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,5,4,12,9,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108567,103667,108030,0,3,3,3,4,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6,0,0,0,0,40,28,28,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,1,3,0,33.4,1,2,2,2,2,2,5,2,2,2,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,5,2,2,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131198,103677,107612,0,1,2,2,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,22,0,0,0,0,40,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,1,1,0,16.97,1,2,3,4,2,3,3,3,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,5,0,12,23,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109384,103679,103153,0,1,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,3,5,16,0,0,0,0,40,4,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,42.35,1,3,3,3,3,3,3,3,2,2,4,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,5,3,10,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
119467,103687,106399,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,18,0,0,0,0,43,4,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,3,0,8.89,3,4,4,3,1,4,5,5,1,2,2,2,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,3,2,0,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103590,103691,109985,0,4,3,3,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,23,0,0,0,0,38,39,39,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,1,2,0,10.15,1,3,3,3,4,4,3,4,1,4,3,3,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,3,14,0,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132106,103704,106750,0,4,3,3,4,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,18,0,0,0,0,40,33,33,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,4,1,3,1,3,0,13.71,1,6,3,3,1,4,3,4,1,5,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,2,3,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111339,103709,103705,0,2,1,1,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,12,0,0,0,0,40,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,1,3,1,3,0,18.56,1,5,3,4,1,6,5,6,1,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5,4,2,0,18,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
111785,103712,100309,0,4,2,2,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,10,8,4,4,40,27,27,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,0,14.47,3,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,2,2,9,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113411,103731,106116,0,1,2,2,3,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,15,5,2,1,36,5,5,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,1,2,0,15.58,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,4,2,15,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140486,103731,106116,0,3,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,15,5,2,2,37,6,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,1,2,0,15.58,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,4,2,15,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111973,103733,101376,0,3,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,41,0,0,0,0,40,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,1,3,1,3,0,16.19,1,4,4,4,4,5,4,4,4,4,2,4,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,5,2,18,6,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
111743,103746,110802,0,4,4,4,5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,4,2,2,5,3,4,4,35,22,22,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,4,2,4,0,12.74,3,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,3,3,11,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122480,103758,108123,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,5,23,0,0,0,0,40,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,1,1,2,1,2,2,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,4,3,0,0,22,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139958,103760,104661,0,4,3,3,5,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,5,48,0,0,0,0,40,32,32,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,5,1,4,1,4,4,17.86,1,4,2,2,2,4,3,2,2,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,3,0,0,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104268,103761,107470,0,3,1,1,2,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,3,5,25,10,0,0,0,16,23,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,3,1,3,0,19.74,3,5,3,3,5,5,4,4,5,5,5,5,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110437,103768,104063,0,2,2,2,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,5,3,8,5,1,1,20,11,8,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,2,2,18.83,3,2,1,1,1,1,1,1,4,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,4,4,5,0,20,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148623,103800,107777,0,2,1,1,1,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,47,0,0,0,0,40,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,3,0,0,0,28.53,1,1,1,1,2,1,1,1,1,1,1,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,4,10,3,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117898,103813,102151,0,4,2,2,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,32,0,0,0,0,38,32,32,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,1,2,0,16.79,1,4,4,1,1,1,1,1,1,1,1,6,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,5,4,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
138271,103813,102151,0,4,4,4,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,22,0,0,0,0,38,40,40,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,2,1,2,0,16.79,1,4,4,1,1,1,1,1,1,1,1,6,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,5,4,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
136650,103826,102694,0,2,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,1,22,0,0,0,0,35,10,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,3,1,3,0,16.04,1,2,3,3,3,5,3,1,2,4,4,2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,4,5,1,16,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118262,103828,106277,0,3,1,1,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,49,7,5,0,0,24,20,20,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,3,1,3,0,14.03,3,2,2,2,2,2,2,2,4,2,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,5,2,10,18,11,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123850,103837,108650,0,4,3,3,5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,2,23,0,0,0,0,40,33,27,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,3,1,3,0,20.57,2,2,4,2,2,4,5,5,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3,4,1,5,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123806,103840,108893,0,3,1,1,1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,46,0,0,0,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,1,3,1,2,0,20.32,1,5,4,4,5,5,5,5,1,4,4,3,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,4,3,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131040,103853,109670,0,4,3,3,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,22,0,0,0,0,40,29,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,3,1,3,1,3,0,14.0,1,2,4,2,2,5,4,2,5,2,5,2,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,3,6,0,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124079,103863,102836,0,3,3,3,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,5,55,15,5,5,3,38,24,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,1,2,0,12.0,1,2,4,2,2,2,2,5,2,2,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,1,0,3,15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104435,103869,104330,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,3,5,55,0,0,0,0,40,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,3,1,3,0,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,1,0,0,22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108180,103880,107233,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,0,0,0,0,40,8,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,1,2,0,17.01,1,2,2,3,2,4,2,2,1,2,2,6,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112871,103880,107233,0,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,9,0,0,0,0,40,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,2,0,17.01,1,2,2,3,2,4,2,2,1,2,2,6,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114355,103890,106448,0,4,4,4,5,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,27,0,0,0,0,35,16,14,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,1,2,1,2,0,16.49,1,5,5,4,5,5,4,5,5,4,5,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,6,7,0,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111662,103903,107990,0,4,3,3,5,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,4,3,3,15,5,2,3,40,16,16,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,3,3,24.07,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,4,1,5,3,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
