CNTLNUM_T,SCHCNTL,CNTLNUM_P,label_Current,age_T,earnings_total,earnings_school,base_salary_T,num_dependents,dependents_age5,region_Midwest,region_Northeast,region_South,region_West,married,race_T_AIAN,race_T_Asian,race_T_Black,race_T_White,race_T_Hispanic,gender_T_Female,summer_teaching,nonteaching_job,nonschool_job,extracur_act,merit_pay,outside_pay,union_member,BA_major_STEM,MA_major_STEM,MA_grad_yr,field_cert_Regular,deg_T_MA,field_cert,deg_T_BA,deg_T_AA,deg_T_BA2,deg_T_MA2,deg_T_EdS,grad_cert,deg_T_Phd,pd_release_t,pd_schedule_t,pd_stipend,pd_tuition_r,pd_conference_r,pd_travel_r,would_be_tch,remain_teaching,field,hrs_tch_ELA,hrs_tch_math,hrs_tch_social,hrs_tch_science,hrs_in_school_wk,total_tch_yr,public_ft_exp,public_pt_exp,private_ft_exp,private_pt_exp,class_Departmentalized,class_Elementary,class_PullOut,class_Self,class_Team,field_same,full_time,teaches_ungraded,teaches_pk,teaches_k,teaches_1st,teaches_2nd,teaches_3rd,teaches_4th,teaches_5th,teaches_6th,teaches_7th,teaches_8th,teaches_9th,teaches_10th,teaches_11th,teaches_12th,new_teacher,private_exp,minority_students,minority_teachers,FRPL_eligible_pk,FRPL_eligible_k12,FRPL_approved_pk,FRPL_approved_k12,title_I_receive_number,stu_tch_ratio,vacnc_gen_elem,vacnc_spec_ed,vacnc_english,vacnc_soc_st,vacnc_comp_sci,vacnc_math,vacnc_biology,vacnc_phys_sci,vacnc_esl,vacnc_foreign_lang,vacnc_music_or_art,vacnc_vo_tech,type_Alternative,type_Elementary,type_Regular,type_Special,type_Voc_Tech,level_Combined,level_Elementary,level_Secondary,urbanicity_LargeCity,urbanicity_SmallTown,urbanicity_MidCity,FRPL_eligible,NLP_participate,title_I_reading,title_I_math,title_I_esl,title_I_receive,age_P,salary_P,yrs_P_this_sch,yrs_P_oth_schls,yrs_tch_before_P,yrs_tch_since_P,deg_P_Associate,deg_P_Bachelors,deg_P_Doctorate,deg_P_Edu,deg_P_Masters,race_P_AIAN,race_P_Asian,race_P_Black,race_P_White,race_P_Hispanic,gender_P_Female,incen_certification,incen_excellence,incen_prof_dev,incen_location,incen_reten,incen_reten_gen_elem,incen_reten_spec_ed,incen_reten_english,incen_reten_soc_studies,incen_reten_STEM_comp_sci,incen_reten_STEM_math,incen_reten_STEM_phys_sci,incen_reten_STEM_biology,incen_reten_esl,incen_reten_foreign_lang,incen_reten_music_art,incen_reten_voc_ed
115366,101321,107905,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,5,12,25,0,0,0,40,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,3,0,12.75,3,2,1,1,5,1,1,1,5,1,2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3,3,3,2,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137868,101324,103487,1,2,2,2,3,6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,18,0,0,0,0,41,15,15,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,4,0,14.21,3,2,2,2,2,2,2,2,3,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,2,4,0,25,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148714,101324,103487,1,3,2,2,3,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,4,2,14,8,5,2,2,41,28,28,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,4,0,14.21,3,2,2,2,2,2,2,2,3,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,2,4,0,25,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111805,101336,105532,1,1,2,2,3,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,8,6,2,2,40,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,1,4,1,4,0,13.57,2,2,2,2,2,2,1,1,3,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,4,12,0,24,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0
100470,101340,108875,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,3,10,5,2,2,40,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,3,1,3,3,15.04,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,4,2,6,0,21,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134457,101357,104844,1,4,4,4,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,8,10,5,10,5,39,22,22,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,3,4,3,4,0,12.74,4,2,4,4,4,2,2,1,4,1,3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,5,2,1,0,20,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0
146721,101357,104844,1,1,2,2,3,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,3,15,10,3,2,40,6,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,3,4,3,4,0,12.74,4,2,4,4,4,2,2,1,4,1,3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,5,2,1,0,20,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0
115507,101369,102966,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,18,0,0,0,0,7,6,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,4,1,3,0,15.11,3,5,1,1,1,1,1,1,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,5,3,4,30,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115766,101375,100501,1,1,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,23,8,8,6,6,40,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,3,3,15.84,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,3,3,13,7,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124350,101380,106064,1,3,2,2,4,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,55,0,0,0,0,34,24,1,0,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,2,1,2,0,15.68,1,4,4,4,2,2,4,2,2,5,2,2,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,4,6,5,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112330,101384,103489,1,4,3,3,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,18,0,0,0,0,18,35,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,1,2,0,13.63,3,4,3,1,2,2,2,2,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,5,3,18,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142180,101385,100518,1,1,1,1,2,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,15,3,2,1,40,2,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,4,3,4,0,13.87,3,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,5,4,6,17,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146410,101395,104710,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6,0,0,0,0,14,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,1,3,4,16.6,3,2,2,3,2,2,2,2,1,2,5,5,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,5,2,4,19,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128340,101407,104543,1,2,1,1,2,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,54,5,5,5,0,40,4,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,4,1,3,0,15.36,1,4,3,4,1,5,4,4,1,5,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,5,3,3,7,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
110790,101421,107564,1,1,3,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,55,0,7,7,0,40,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,1,3,1,3,0,12.88,1,3,3,3,4,4,3,3,4,1,3,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,6,2,16,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120899,101422,108987,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18,0,0,0,0,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,1,3,1,2,0,13.88,1,4,3,3,4,4,5,5,1,1,5,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,5,5,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131038,101427,111144,1,2,1,1,1,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,16,0,18,0,0,18,7,0,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,0,15.24,3,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3,5,4,4,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142285,101427,111144,1,2,2,2,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,6,5,0,4,36,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,2,0,15.24,3,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3,5,4,4,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123760,101429,110508,1,2,2,2,2,4,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,4,3,41,0,0,0,0,40,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,4,1,4,1,4,0,11.42,1,5,3,3,4,5,4,4,5,3,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,3,3,2,0,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142029,101429,110508,1,1,2,2,2,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,5,23,0,0,0,0,45,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,1,4,1,4,0,11.42,1,5,3,3,4,5,4,4,5,3,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,3,3,2,0,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107273,101434,102982,1,1,2,2,4,2,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,23,0,0,0,0,40,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,3,1,3,1,3,0,22.71,1,5,4,2,2,2,2,2,4,2,2,5,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,4,3,0,17,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146171,101436,109765,1,3,3,3,5,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,49,0,0,0,0,35,15,15,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,1,2,0,12.2,3,4,3,2,2,2,5,2,4,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,6,8,3,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143555,101439,105030,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,25,25,0,0,0,28,16,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,1,2,1,2,0,12.65,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,4,2,0,24,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143998,101446,110899,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,10,5,5,5,35,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,4,1,4,0,12.62,1,5,2,2,2,2,2,2,2,2,5,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,3,3,23,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112558,101447,106237,1,2,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,64,0,0,0,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,3,1,3,0,9.61,1,2,5,2,2,5,2,2,2,5,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,3,5,13,11,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137161,101449,104592,1,1,2,2,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,10,5,2,3,38,7,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,1,4,0,13.16,3,2,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,3,3,0,5,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129744,101452,102776,1,4,4,4,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,14,5,5,5,35,22,21,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,0,21.69,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,3,1,9,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102565,101464,106929,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,3,3,5.74,2,1,1,1,1,1,1,1,1,1,5,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130717,101477,110319,1,3,4,4,5,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,3,8,5,3,3,34,24,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,3,16.27,3,5,1,1,1,1,1,1,5,1,3,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,4,4,0,7,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142359,101479,110850,1,2,1,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,5,3,2,10,4,3,3,38,8,8,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,3,1,3,1,3,0,7.53,1,2,2,2,2,5,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,5,2,4,0,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104635,101483,101225,1,2,1,1,2,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,20,0,0,0,0,35,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,4,4,1,2,1,2,0,13.87,3,4,2,2,2,2,2,2,2,5,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,5,2,10,1,24,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139334,101484,104972,1,1,1,1,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,5,63,3,15,0,0,38,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,1,2,1,2,0,14.37,1,2,2,2,4,5,5,4,4,5,2,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,4,5,2,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
113013,101491,104188,1,4,2,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,5,3,1,1,38,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,1,4,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,2,4,0,13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108737,101496,106909,1,2,2,2,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,3,3,23,0,0,0,0,40,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,1,1,0,19.26,1,1,3,3,1,3,1,1,1,1,4,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,5,3,3,0,17,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144670,101497,107897,1,2,4,3,4,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,20,0,0,0,0,35,16,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,2,0,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,6,7,10,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121263,101498,110898,1,2,4,4,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,5,24,0,0,0,0,35,10,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,4,1,4,0,16.32,1,1,1,1,3,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,4,4,2,3,14,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129658,101498,110898,1,3,3,3,4,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,23,0,0,0,0,35,14,14,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,1,4,1,4,0,16.32,1,1,1,1,3,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,4,4,2,3,14,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107510,101521,104377,1,2,4,4,5,4,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,2,2,12,3,0,0,40,16,16,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2,0,18.44,4,6,1,1,5,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,5,6,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122333,101523,106264,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,2,1,23,0,0,0,0,40,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1,4,1,4,0,13.73,1,1,4,1,1,3,1,1,1,1,5,5,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,3,2,7,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109756,101527,108849,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,40,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,1,1,3,1,3,0,12.7,1,4,1,1,1,1,1,1,1,1,1,3,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,3,6,20,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
