F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
2,1,0,1,2,145046,108173,0,3,4,4,2,2,4,20.2,26,0,2,-8,-8,1,13,2,-8,-8,-8,-8,-8,-8,-8,-8,13,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,2,5,2,2,2,5,2,2,2,1,26,3,1,4,1,2,2,3,2,3,3,3,2,2,2,2,1,1,1,2,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,11,19,8,9,3,5,1,4,1,110683
1,2,0,1,1,132913,108179,0,3,4,4,1,2,4,25.27,23,0,2,-8,-8,1,19,1,5,2,-8,-8,-8,-8,-8,-8,16,1,1,1,2,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,3,2,2,2,2,5,2,2,2,1,23,1,1,4,1,5,2,2,2,4,4,4,1,4,4,2,1,1,3,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,2,5,5,3,4,1,4,4,110788
3,0,0,1,2,132669,108194,0,3,3,3,3,2,3,17.11,23,0,2,-8,-8,1,19,1,19,1,-8,-8,1,-8,-8,-8,20,1,1,1,1,1,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,4,3,3,0,0,38,1,1,1,2,2,4,1,1,2,2,23,4,1,3,1,3,4,2,2,5,4,2,1,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,4,4,3,0,3,4,2,1,3,109679
1,0,0,1,2,117888,108225,0,4,3,3,5,2,4,14.92,19,0,2,-8,-8,1,18,2,-8,-8,-8,-8,-8,-8,-8,-8,22,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,1,-8,-8,-8,-8,45,2,2,2,2,2,4,1,2,2,2,19,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,1,1,4,1,3,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0,9,0,5,6,2,3,3,108930
1,2,0,1,2,101708,108232,0,3,1,1,1,2,4,12.14,20,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,1,1,1,2,2,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,14,13,11,1,40,2,3,2,2,2,2,2,2,2,1,20,1,1,4,3,4,1,4,1,4,1,1,1,4,5,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,6,4,13,0,3,3,2,5,4,104348
3,0,0,1,1,141892,108240,0,2,1,1,1,2,4,2.8,4,0,2,-8,-8,1,57,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,40,4,4,2,2,1,1,1,2,1,1,4,2,1,4,1,2,2,2,2,2,4,4,1,2,2,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,4,6,9,5,3,1,1,2,4,105305
2,1,0,1,2,138335,108256,0,4,3,3,4,2,4,9.09,40,0,2,-8,-8,1,51,1,73,1,-8,-8,-8,-8,-8,-8,26,1,1,1,1,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,4,2,2,2,2,5,2,2,2,1,40,3,1,3,1,4,3,3,5,5,3,1,1,2,2,5,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,5,0,15,0,3,4,1,4,4,104482
1,2,0,1,2,110844,108259,0,4,3,3,5,2,4,15.08,40,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8,5,4,3,28,1,2,2,2,2,4,1,2,2,1,40,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,4,1,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,9,12,0,4,2,2,5,5,105985
1,0,0,1,1,117907,108269,0,4,4,4,2,2,4,12.97,24,0,2,-8,-8,1,24,2,-8,-8,1,-8,-8,-8,-8,-8,45,1,1,1,2,2,2,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,38,2,2,1,2,2,5,1,2,2,1,24,1,1,1,1,1,3,3,1,5,5,5,3,5,1,5,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,4,7,0,4,4,2,4,4,105250
1,2,0,1,2,126874,108279,0,3,1,1,1,2,4,13.66,7,2,2,-8,-8,1,61,2,-8,-8,-8,-8,-8,-8,-8,-8,36,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,35,3,5,2,1,2,2,1,2,2,1,9,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,10,15,0,3,2,1,4,4,109796
1,2,0,1,1,149019,108290,0,3,3,3,1,2,4,13.8,20,0,2,-8,-8,1,64,2,-8,-8,-8,-8,-8,-8,-8,-8,32,1,1,1,2,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,1,1,1,1,-8,-8,-8,-8,50,3,2,1,2,2,4,2,2,2,1,20,2,1,4,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,1,2,1,2,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,3,10,0,10,0,3,2,1,2,4,110240
3,0,0,1,2,140828,108291,0,1,2,1,1,1,4,6.02,1,0,2,-8,-8,1,6,2,-8,-8,1,-8,-8,-8,-8,-8,41,2,-8,2,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,4,0,0,0,5,38,2,3,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,4,3,2,2,2,2,3,2,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,0,7,0,3,2,1,1,4,103394
1,2,0,1,1,107228,108294,0,4,1,1,1,2,4,12.5,37,0,2,-8,-8,1,19,1,19,1,-8,-8,-8,-8,-8,-8,64,1,1,1,1,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,1,-8,-8,-8,-8,40,2,2,2,2,2,2,2,2,2,1,37,1,1,2,1,4,2,3,2,2,2,4,2,2,3,5,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,7,15,7,2,4,4,1,4,4,104407
1,1,0,1,1,134593,108294,0,1,1,1,1,2,4,12.5,2,4,2,-8,-8,1,87,2,-8,-8,-8,1,-8,-8,-8,-8,23,1,3,1,2,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,3,15,0,0,15,40,2,5,2,2,2,1,1,2,2,1,6,1,1,2,1,4,2,3,2,2,2,4,2,2,3,5,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,7,15,7,2,4,4,1,4,4,104407
2,0,0,1,2,143275,108295,0,4,4,4,3,2,4,24.16,33,0,2,-8,-8,1,4,1,4,3,1,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,5,3,40,1,2,2,2,1,5,2,2,1,1,33,2,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,4,8,12,15,5,5,2,4,5,100188
1,1,0,1,2,120246,108301,0,2,4,3,3,2,1,10.42,8,0,2,-8,-8,1,84,2,-8,-8,-8,-8,-8,-8,-8,-8,22,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,37,4,2,2,2,1,5,2,2,1,1,8,4,1,4,3,3,3,3,3,3,3,3,2,2,3,2,1,2,1,2,-8,-8,2,-8,-8,-8,-8,2,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,0,25,7,0,5,4,1,5,4,104607
2,1,0,1,1,114259,108306,0,4,4,4,3,2,4,18.67,32,0,2,-8,-8,1,60,1,44,2,-8,-8,-8,-8,-8,-8,33,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,43,4,2,2,2,2,5,2,2,2,1,32,3,1,2,1,4,4,4,2,5,4,5,5,5,2,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,4,4,23,0,5,5,1,4,4,101163
1,0,0,1,2,117354,108306,0,1,1,1,3,1,4,18.67,1,0,2,-8,-8,1,57,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,3,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,1,-8,-8,-8,-8,50,2,5,2,2,1,1,1,2,2,2,1,3,1,2,1,4,4,4,2,5,4,5,5,5,2,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,4,4,23,0,5,5,1,4,4,101163
1,0,0,1,2,128177,108306,0,2,2,2,3,2,4,18.67,8,0,2,-8,-8,1,17,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,1,-8,-8,-8,-8,36,5,4,2,1,1,2,1,2,1,1,8,3,1,2,1,4,4,4,2,5,4,5,5,5,2,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,4,4,23,0,5,5,1,4,4,101163
1,0,0,2,2,124618,108320,0,4,1,1,3,2,4,11.19,6,1,1,3,0,1,47,2,-8,-8,-8,-8,-8,-8,-8,-8,26,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,3,0,0,8,0,18,2,2,2,2,2,1,1,2,2,2,10,1,1,2,1,2,2,2,2,2,4,4,1,2,4,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,0,0,23,0,3,2,1,3,4,103368
2,1,0,1,2,103003,108325,0,3,2,2,1,1,4,10.61,2,1,2,-8,-8,1,74,1,74,3,-8,-8,-8,-8,-8,-8,30,1,4,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,4,5,0,0,0,35,4,3,2,1,2,3,1,2,2,2,3,1,1,3,1,1,1,1,1,3,4,1,1,4,1,1,1,1,4,1,1,4,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,0,18,0,4,3,1,2,4,105176
1,1,0,1,1,112143,108327,0,4,3,3,3,2,4,17.66,25,0,1,5,0,1,18,1,18,2,-8,-8,-8,-8,-8,-8,18,1,1,1,1,1,2,2,2,2,-8,-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,35,1,2,2,2,1,4,1,2,2,2,30,2,1,3,3,4,3,3,4,4,4,4,3,3,4,3,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,20,4,5,0,4,2,1,4,4,104299
1,0,0,1,2,115866,108349,0,4,2,2,3,2,4,12.23,14,2,2,-8,-8,1,49,1,12,1,-8,-8,-8,-8,-8,-8,23,1,1,1,1,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,4,4,2,2,2,3,2,2,2,2,16,4,1,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,0,18,0,5,3,2,5,4,106106
1,2,0,1,2,139073,108352,0,4,3,3,1,2,4,18.64,29,1,2,-8,-8,1,4,1,44,2,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,4,2,2,2,2,5,2,2,2,1,30,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,1,1,2,1,3,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,3,5,12,0,4,2,2,2,4,108414
1,1,0,1,2,122525,108354,0,1,2,2,3,1,4,18.08,3,0,2,-8,-8,1,57,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,1,2,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,35,4,4,2,2,2,3,2,2,2,1,3,3,1,2,1,4,4,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0,15,0,4,5,2,4,4,103107
1,0,0,1,1,143648,108384,0,4,4,4,3,2,4,22.53,30,0,2,-8,-8,1,46,1,46,1,-8,-8,-8,-8,-8,-8,11,1,1,1,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,3,2,2,2,2,5,1,2,2,1,30,3,1,4,1,2,3,3,4,4,5,4,5,5,4,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,2,6,10,0,5,5,1,5,4,106094
1,2,0,1,2,133454,108385,0,4,3,3,3,2,4,15.08,9,3,2,-8,-8,1,4,1,32,1,-8,-8,-8,-8,-8,-8,55,1,1,1,1,1,1,2,1,1,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,4,3,2,0,0,44,3,5,2,2,2,4,2,2,2,1,12,2,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,8,7,13,0,4,3,2,3,4,109157
1,4,1,2,2,147211,108385,0,2,3,3,3,2,4,15.08,11,2,2,-8,-8,1,1,1,41,3,-8,-8,-8,-8,-8,-8,2,1,1,2,1,1,1,2,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,1,1,15,2,2,1,2,2,4,2,1,2,1,13,2,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,8,7,13,0,4,3,2,3,4,109157
1,0,0,1,2,121150,108389,0,1,1,1,3,1,5,14.22,2,0,2,-8,-8,1,67,2,-8,-8,-8,-8,-8,-8,-8,-8,16,2,-8,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,1,2,2,2,1,2,2,2,2,2,4,1,3,4,5,2,2,5,5,2,2,2,2,2,2,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,7,10,0,3,2,2,4,3,106968
1,1,0,1,2,142113,108398,0,1,1,1,5,1,5,17.02,2,0,2,-8,-8,1,8,2,-8,-8,-8,-8,-8,-8,-8,-8,8,1,1,1,1,1,1,1,2,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,1,1,1,43,1,5,2,2,2,1,1,2,2,2,2,4,3,3,4,5,1,1,1,1,1,1,4,1,5,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,10,0,17,10,3,4,1,4,5,111140
1,3,0,1,1,134408,108401,0,3,2,2,1,2,4,10.0,7,0,2,-8,-8,1,85,1,42,4,-8,-8,-8,-8,-8,-8,13,2,-8,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,41,2,5,2,2,2,3,1,2,2,2,7,4,6,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,6,6,10,0,3,2,2,4,4,104307
3,0,0,1,1,114306,108402,0,2,3,3,4,2,5,21.4,6,1,2,-8,-8,1,59,1,41,3,-8,-8,-8,-8,-8,-8,35,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,50,4,4,2,2,2,4,1,2,2,1,7,4,1,4,1,4,4,4,5,5,5,4,4,6,4,1,1,1,2,1,1,2,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,5,0,11,0,3,6,1,4,4,103497
1,2,0,1,1,119413,108404,0,3,1,1,1,2,4,22.6,13,0,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,2,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,5,15,15,5,5,50,4,3,2,2,2,2,2,2,2,1,13,1,1,4,3,2,5,2,6,6,6,6,1,3,3,5,1,1,2,1,1,2,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,17,0,4,1,2,4,4,109974
1,3,0,1,1,104549,108408,0,4,4,4,2,2,4,17.77,34,0,2,-8,-8,1,57,1,57,1,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,37,3,2,2,2,2,5,2,2,2,1,34,2,1,4,1,5,3,3,1,4,3,1,5,4,4,4,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,6,0,7,0,3,6,2,3,4,102067
3,0,0,1,2,134216,108410,0,1,3,3,3,1,4,14.41,3,0,2,-8,-8,1,61,2,-8,-8,1,-8,-8,-8,-8,-8,36,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,4,0,0,0,20,35,2,1,1,2,2,4,2,2,2,1,3,4,1,1,1,5,3,3,4,4,3,2,4,3,3,2,1,1,4,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,8,0,9,0,4,6,1,5,4,103077
1,5,1,1,2,107760,108424,0,2,2,2,3,2,4,17.09,11,0,2,-8,-8,1,55,1,55,4,-8,-8,-8,-8,-8,-8,30,1,1,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,5,4,2,2,2,3,2,2,2,1,11,3,1,4,1,3,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,0,22,0,3,3,1,3,4,107498
3,0,0,1,1,136270,108438,0,1,1,1,3,1,4,20.4,1,0,2,-8,-8,1,49,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,3,3,1,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,3,5,2,2,2,1,2,2,2,2,1,3,1,3,1,4,4,4,2,5,4,4,4,2,2,4,1,1,2,1,1,2,2,-8,-8,-8,-8,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,14,11,19,4,4,1,5,4,106230
2,0,0,1,2,122426,108450,0,4,3,2,3,2,4,14.31,28,2,2,-8,-8,1,59,1,49,2,-8,-8,-8,-8,-8,-8,23,1,1,1,2,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,38,4,2,2,2,1,4,2,2,1,1,30,3,1,4,1,2,2,2,2,2,3,2,2,2,2,3,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,5,0,20,0,3,2,1,4,5,101732
1,3,0,2,1,139905,108452,0,3,4,4,3,2,4,20.21,22,0,2,-8,-8,1,24,2,-8,-8,1,-8,-8,-8,-8,-8,48,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,38,2,1,2,1,1,5,1,2,1,1,22,3,1,4,1,2,3,2,2,5,2,2,2,2,2,5,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,25,0,3,4,1,4,4,100300
2,0,0,2,2,125957,108463,0,4,1,1,3,2,4,13.9,17,2,1,1,0,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,10,1,1,2,2,2,1,2,2,2,2,20,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,4,1,3,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,6,0,15,0,3,2,1,2,4,102594
1,1,1,1,2,128267,108495,0,1,1,1,2,1,4,14.14,3,0,2,-8,-8,1,72,2,-8,-8,-8,-8,-8,-8,-8,-8,32,1,1,2,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,2,4,2,2,2,2,1,2,2,1,3,1,1,3,1,5,3,4,2,5,3,3,2,2,5,2,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0,6,0,3,2,1,5,4,105386
1,0,0,1,2,121881,108496,0,4,2,2,3,2,4,18.37,24,2,2,-8,-8,1,7,2,-8,-8,-8,-8,-8,-8,-8,-8,6,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,36,5,4,2,2,2,4,2,2,2,1,26,1,1,4,1,5,1,1,4,4,4,4,1,1,5,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,4,4,16,0,3,3,1,4,4,103329
1,0,0,1,2,132439,108501,0,4,4,4,2,2,4,11.33,30,2,1,2,0,1,4,1,40,1,-8,-8,1,-8,-8,-8,55,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,5,20,5,0,0,50,1,1,2,2,2,5,2,2,2,1,34,3,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,2,21,3,4,3,2,4,4,100969
1,0,0,1,1,126153,108505,0,4,4,4,2,2,4,19.9,31,0,2,-8,-8,1,4,1,4,1,-8,-8,-8,-8,-8,-8,16,1,1,1,2,2,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,3,2,2,2,2,5,2,2,2,1,31,2,1,2,1,5,4,3,3,4,3,2,1,2,2,2,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,8,0,4,5,1,1,4,108746
